QR Clasification,Origin,DPOw,Object,Field,Secondary Object,Secondary Field,Drive configs,ID Rule,Type of Rule,Rule description,Request Date,Implantation Type,Status,Comments,Delivery Date,Conf SDM - Components Name,TEAM,STATUS DEVELOPMENT,version  FINISHED,DEFINITION PERIOD,CATALOG,"Is Critical 
(True/False)",Parameters,Url conf,Url Extralibs
MVP TECHNICAL,Stock,DPOw Client Solutions,t_cgj7_customer_carbon_footprint,g_customer_id,t_kbtq_customer_info,g_customer_id,  ,GL_STR_t_cgj7_customer_carbon_footprint_4.3_000,4.3-Reconciliation of the same data between different tables / repositories at the same moment of time (accounting reconciliation / referential integrity),All G_Customer_ID of the Movement Customer Carbon Footprint table has to be on the Basic Data table - Customer,,Local,DELIVERED, ,29/02/2024,CGJ7_customer-carbon-footprint_KBTQ_customer-info_MMRule.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,3Q22,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/cgj7_hamm/13.0.3/hammurabi/confs/master/cgj7/CGJ7_customer-carbon-footprint_KBTQ_customer-info_MMRule.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_cgj7_customer_carbon_footprint,N/A,,,  ,GL_STR_t_cgj7_customer_carbon_footprint_6.9_000,6.9-Volumetry trend,The volume of records in the file t_cgj7_customer_carbon_footprint between periods does not exceed the threshold. End of month photo,,Local,DELIVERED, ,29/02/2024,CGJ7_customer-carbon-footprint_MRObject.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/cgj7_hamm/13.0.3/hammurabi/confs/master/cgj7/CGJ7_customer-carbon-footprint_MRObject.conf,
MVP TECHNICAL,Modified,DPOw Client Solutions,t_rzua_sust_operations,N/A,,,  ,GL_STR_t_rzua_sust_operations_6.9_000,6.9-Volumetry trend,The volume of records in the file t_rzua_sust_operations between periods does not exceed the threshold. End of month photo,,Local,DELIVERED, ,21/05/2025,RZUA_sust-operations_MRObject.conf,CLIENT SOLUTIONS,FINISHED,16.1.3,2Q25,N/A,TRUE,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound
SOURCE: Origin of data (gf_source_system_sust_type)",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/16.1.3/hammurabi/confs/master/rzua/RZUA_sust-operations_MRObject.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_g5m3_movement_carbon_footprint,N/A,,,  ,GL_STR_t_g5m3_movement_carbon_footprint_6.9_000,6.9-Volumetry trend,The volume of records in the file t_g5m3_movement_carbon_footprint between periods does not exceed the threshold. End of month photo,,Local,DELIVERED, ,29/02/2024,G5M3_movement-carbon-footprint_MRObject.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/g5m3_hamm/13.0.3/hammurabi/confs/master/g5m3/G5M3_movement-carbon-footprint_MRObject.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kwth_energy_price_emis_factor,g_energy_id,,,  ,GL_MVP_t_kwth_energy_price_emis_factor_3.1_000,3.1-Checking the null data value (NULL or empty value),"The 
field g_energy_id from the object t_kwth_energy_price_emis_factor 
must be informed",,Local,DELIVERED, ,29/02/2024,KWTH_energy-price-emis-factor_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kwth_hamm/13.0.3/hammurabi/confs/master/kwth/KWTH_energy-price-emis-factor_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kwth_energy_price_emis_factor,g_energy_id,,,  ,GL_MVP_t_kwth_energy_price_emis_factor_3.2_000,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(3),,Local,DELIVERED, ,29/02/2024,KWTH_energy-price-emis-factor_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kwth_hamm/13.0.3/hammurabi/confs/master/kwth/KWTH_energy-price-emis-factor_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kwth_energy_price_emis_factor,"g_energy_id
gf_year_month_date_id",,,  ,GL_STR_t_kwth_energy_price_emis_factor_4.2_000,4.2-Duplication of records for the same data (Duplicates),"The table
does not contain duplicates in its Primary Key formed by 
g_energy_id
gf_year_month_date_id",,Local,DELIVERED, ,29/02/2024,KWTH_energy-price-emis-factor_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kwth_hamm/13.0.3/hammurabi/confs/master/kwth/KWTH_energy-price-emis-factor_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kwth_energy_price_emis_factor,N/A,,,  ,GL_STR_t_kwth_energy_price_emis_factor_6.9_000,6.9-Volumetry trend,The volume of records in the file t_kwth_energy_price_emis_factor between periods does not exceed the threshold. End of month photo,,Local,DELIVERED, ,29/02/2024,KWTH_energy-price-emis-factor_MRObject.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kwth_hamm/13.0.3/hammurabi/confs/master/kwth/KWTH_energy-price-emis-factor_MRObject.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kwth_light_price,gf_province_id,,,  ,GL_MVP_t_kwth_light_price_3.1_000,3.1-Checking the null data value (NULL or empty value),"The 
field gf_province_id from the object t_kwth_light_price
must be informed",,Local,DELIVERED, ,29/02/2024,KWTH_light-price_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kwth_hamm/13.0.3/hammurabi/confs/master/kwth/KWTH_light-price_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kwth_light_price,gf_province_id,,,  ,GL_MVP_t_kwth_light_price_3.2_000,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(9),,Local,DELIVERED, ,29/02/2024,KWTH_light-price_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kwth_hamm/13.0.3/hammurabi/confs/master/kwth/KWTH_light-price_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kwth_light_price,"gf_province_id
gf_year_month_date_id
gf_lgt_avg_cons_upp_lm_number
gf_lgt_avg_cons_low_lm_number",,,  ,GL_STR_t_kwth_light_price_4.2_000,4.2-Duplication of records for the same data (Duplicates),"The table
does not contain duplicates in its Primary Key formed by 
gf_province_id
gf_year_month_date_id
gf_lgt_avg_cons_upp_lm_number
gf_lgt_avg_cons_low_lm_number",,Local,DELIVERED, ,29/02/2024,KWTH_light-price_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kwth_hamm/13.0.3/hammurabi/confs/master/kwth/KWTH_light-price_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kwth_light_price,N/A,,,  ,GL_STR_t_kwth_light_price_6.9_000,6.9-Volumetry trend,The volume of records in the file t_kwth_light_price between periods does not exceed the threshold. End of month photo,,Local,DELIVERED, ,29/02/2024,KWTH_light-price_MRObject.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kwth_hamm/13.0.3/hammurabi/confs/master/kwth/KWTH_light-price_MRObject.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,g_country_id,,,  ,GL_MVP_t_kszg_queue_controller_3.1_000,3.1-Checking the null data value (NULL or empty value),"The 
field g_country_id from the object t_kszg_queue_controller
must be informed",,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,g_entity_id,,,  ,GL_MVP_t_kszg_queue_controller_3.1_001,3.1-Checking the null data value (NULL or empty value),"The 
field g_entity_id from the object t_kszg_queue_controller
must be informed",,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,gf_entity_id,,,  ,GL_MVP_t_kszg_queue_controller_3.1_002,3.1-Checking the null data value (NULL or empty value),"The 
field gf_entity_id from the object t_kszg_queue_controller
must be informed",,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,gf_geco_ticket_id,,,  ,GL_MVP_t_kszg_queue_controller_3.1_003,3.1-Checking the null data value (NULL or empty value),"The 
field gf_geco_ticket_id from the object t_kszg_queue_controller
must be informed",,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,g_branch_id,,,  ,GL_MVP_t_kszg_queue_controller_3.1_004,3.1-Checking the null data value (NULL or empty value),"The 
field g_branch_id from the object t_kszg_queue_controller
must be informed",,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,gf_branch_id,,,  ,GL_MVP_t_kszg_queue_controller_3.1_005,3.1-Checking the null data value (NULL or empty value),"The 
field gf_branch_id from the object t_kszg_queue_controller
must be informed",,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,g_country_id,,,  ,GL_MVP_t_kszg_queue_controller_3.2_000,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(2),,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,g_entity_id,,,  ,GL_MVP_t_kszg_queue_controller_3.2_001,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(6),,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,gf_entity_id,,,  ,GL_MVP_t_kszg_queue_controller_3.2_002,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(4),,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,gf_geco_ticket_id,,,  ,GL_MVP_t_kszg_queue_controller_3.2_003,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(8),,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,g_branch_id,,,  ,GL_MVP_t_kszg_queue_controller_3.2_004,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(10),,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,gf_branch_id,,,  ,GL_MVP_t_kszg_queue_controller_3.2_005,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(4),,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,"g_country_id
g_entity_id
gf_entity_id
gf_cutoff_date
gf_geco_ticket_id
g_branch_id
gf_branch_id
gf_geco_ticket_date
gf_geco_ticket_hour_date
gf_geco_tkt_str_attn_hour_date
gf_geco_tkt_end_attn_hour_date",,,  ,GL_STR_t_kszg_queue_controller_4.2_000,4.2-Duplication of records for the same data (Duplicates),"The table
does not contain duplicates in its Primary Key formed by 
g_country_id
g_entity_id
gf_entity_id
gf_cutoff_date
gf_geco_ticket_id
g_branch_id
gf_branch_id
gf_geco_ticket_date
gf_geco_ticket_hour_date
gf_geco_tkt_str_attn_hour_date
gf_geco_tkt_end_attn_hour_date",,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_queue_controller,N/A,,,  ,GL_STR_t_kszg_queue_controller_6.9_000,6.9-Volumetry trend,The volume of records in the file t_kszg_queue_controller between periods does not exceed the threshold. End of month photo,,Local,DELIVERED, ,29/02/2024,KSZG_queue-controller_MRObject.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_queue-controller_MRObject.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_trnslty_by_channel,g_country_id,,,  ,GL_MVP_t_kszg_trnslty_by_channel_3.1_000,3.1-Checking the null data value (NULL or empty value),"The 
field g_country_id from the object t_kszg_trnslty_by_channel
must be informed",,Local,DELIVERED, ,29/02/2024,KSZG_trnslty-by-channel_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_trnslty-by-channel_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_trnslty_by_channel,g_entity_id,,,  ,GL_MVP_t_kszg_trnslty_by_channel_3.1_001,3.1-Checking the null data value (NULL or empty value),"The 
field g_entity_id from the object t_kszg_trnslty_by_channel
must be informed",,Local,DELIVERED, ,29/02/2024,KSZG_trnslty-by-channel_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_trnslty-by-channel_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_trnslty_by_channel,gf_entity_id,,,  ,GL_MVP_t_kszg_trnslty_by_channel_3.1_002,3.1-Checking the null data value (NULL or empty value),"The 
field gf_entity_id from the object t_kszg_trnslty_by_channel
must be informed",,Local,DELIVERED, ,29/02/2024,KSZG_trnslty-by-channel_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_trnslty-by-channel_MRField.conf,
MVP TECHNICAL,Stock,DPOw Client Solutions,t_kszg_trnslty_by_channel,g_country_id,,,  ,GL_MVP_t_kszg_trnslty_by_channel_3.2_000,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(2),,Local,DELIVERED, ,29/02/2024,KSZG_trnslty-by-channel_MRField.conf,CLIENT SOLUTIONS,FINISHED,13.0.3,1Q21,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kszg_hamm/13.0.3/hammurabi/confs/master/kszg/KSZG_trnslty-by-channel_MRField.conf,
