,,,Nuestro doc: SDM [C360] - Componentes,,Ejemplo correcto:,,,,,,,,,,,,,,,Schema,Componente,,,,Dataproc Live,,,,,Planificación Proceso,,,Adicional,Países en los que aplica (Opcional),,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-02.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-02.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-02.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-02.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,16.1.3,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction_MRField.conf,CUTOFF_DATE,8,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrobject-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrobject-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction,RE4M_physical-interaction_MRObject.conf,DELIVERED,16.1.3,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-05.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-05.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-05.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-05.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction,RE4M_physical-interaction_NM7R_lead_MMRule.conf,DELIVERED,16.1.3,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction_NM7R_lead_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-06.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-06.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-06.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-06.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction,RE4M_physical-interaction_KCOG_entity_MMRule.conf,DELIVERED,16.1.3,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction_KCOG_entity_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction_acti,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.3,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_MRField.conf,CUTOFF_DATE,9,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction_acti,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrobject-02.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrobject-02.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrobject-02.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrobject-02.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRObject.conf,DELIVERED,16.1.3,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction_acti,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-02.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-02.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-02.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-02.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_KCOG_entity_MMRule.conf,DELIVERED,16.1.3,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_KCOG_entity_MMRule.conf,CUTOFF_DATE,2,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction_acti,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-04.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-04.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-04.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-04.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_RE4M_physical-interaction_MMRule.conf,DELIVERED,16.1.3,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.3/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_RE4M_physical-interaction_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction_acti,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.7,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.7/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_MRField.conf,CUTOFF_DATE,9,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction_acti,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.5,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.5/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_MRField.conf,CUTOFF_DATE,9,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction_acti,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-03.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-03.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-03.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-03.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_KCOG_country_MMRule.conf,DELIVERED,16.1.5,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.5/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_KCOG_country_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction_acti,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_KBTQ_role-person_MMRule.conf,DELIVERED,16.1.6,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.6/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_KBTQ_role-person_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_physical_interaction_acti,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-02.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-02.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-physicalinteractionmmrule-02.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-physicalinteractionmmrule-02.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_KCOG_entity_MMRule.conf,DELIVERED,16.1.5,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/16.1.5/hammurabi/confs/master/re4m/RE4M_physical-interaction-acti_KCOG_entity_MMRule.conf,CUTOFF_DATE,2,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_typification_interaction,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-typificationinteracmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-typificationinteracmrfield-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-typificationinteracmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-typificationinteracmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_typification_interaction,RE4M_typification-interaction_MRField.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_typification-interaction_MRField.conf,CUTOFF_DATE,4,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_typification_interaction,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-typificationinteracmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-typificationinteracmrobject-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-typificationinteracmrobject-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-typificationinteracmrobject-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_typification_interaction,RE4M_typification-interaction_MRObject.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_typification-interaction_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/re4m/master/t_re4m_typification_interaction,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-typificationinteracmmrule-01.json?at=refs%2Ftags%2Fv17.0.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-typificationinteracmmrule-01.json?at=refs%2Ftags%2Fv17.0.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/re4m-gl-hmm-qlt-typificationinteracmmrule-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RE4M_APP-ID-73457_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/re4m-gl-hmm-qlt-typificationinteracmmrule-01.json?at=refs%2Ftags%2Fv17.0.0",t_re4m_typification_interaction,RE4M_typification-interaction_RE4M_physical-interaction_MMRule.conf,DELIVERED,15.1.0,RE4M,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/re4m_hamm/15.1.0/hammurabi/confs/master/re4m/RE4M_typification-interaction_RE4M_physical-interaction_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
